Date,"Taiwan Semiconductor Manufacturing Co., Ltd.",Tokyo Electron Ltd.,NVIDIA Corp.,Intel Corp.,"GLOBALFOUNDRIES, Inc."
2021-09-01 00:00:00+00:00,-0.061843542061965406,0.05143932764974379,-0.0743956359254353,-0.008023873757966316,
2021-10-01 00:00:00+00:00,0.022543676591674,0.07688367913257088,0.23416680378096055,-0.08033034497828173,
2021-11-01 00:00:00+00:00,0.030343061447441144,0.13226101231441878,0.278053772455072,0.004081706136429553,
2021-12-01 00:00:00+00:00,0.026974042320976555,0.10762044996490205,-0.09992045502253089,0.054027093854195796,-0.061669508590506794
2022-01-01 00:00:00+00:00,0.02349968631240018,-0.17426065550919412,-0.16735236065674086,-0.05203886119048995,-0.24057258387636649
2022-02-01 00:00:00+00:00,-0.12737480249417066,0.019002316044310685,-0.004124820827875908,-0.022941393188460668,0.23186053083360103
2022-03-01 00:00:00+00:00,-0.02569851658749589,0.1341223547728163,0.1189666741484039,0.04690855310310482,0.02698255055258514
2022-04-01 00:00:00+00:00,-0.10437185894030188,-0.11212483413216345,-0.18814274246948348,-0.12046008252823004,-0.16228768905119517
2022-05-01 00:00:00+00:00,0.025502923402627387,0.06308578091652195,0.006739650106259987,0.01904107200481553,0.14151840852204378
2022-06-01 00:00:00+00:00,-0.12737480249417066,-0.17426065550919412,-0.18814274246948348,-0.15115447000866467,-0.24057258387636649
2022-07-01 00:00:00+00:00,0.0880246576762369,0.03860041049742868,0.19841938101663303,-0.029403880996178966,0.23186053083360103
2022-08-01 00:00:00+00:00,-0.05797912535428584,-0.040208643645635145,-0.16896990122190692,-0.12090342805606225,0.16200466640924138
2022-09-01 00:00:00+00:00,-0.12737480249417066,-0.17426065550919412,-0.18814274246948348,-0.184518792963413,-0.19174191372815297
2022-10-01 00:00:00+00:00,-0.09716892915873987,0.13179527654142076,0.11220113679750687,0.1032207182958258,0.1726991220752081
2022-11-01 00:00:00+00:00,0.25192122209193624,0.14180814775923634,0.25383409831891757,0.05768558984604888,0.13492059273801416
2022-12-01 00:00:00+00:00,-0.10231375402194687,-0.13772459566306128,-0.1362204900287317,-0.10917983519941854,-0.16254855217563424
2023-01-01 00:00:00+00:00,0.25192122209193624,0.1617798825369734,0.28580955645825434,0.06923954329654891,0.10001854612534622
2023-02-01 00:00:00+00:00,-0.061037619003244226,0.0340934569077449,0.18830941919790156,-0.11783436882419496,0.10222668156852532
2023-03-01 00:00:00+00:00,0.0683359167969686,0.030186247094973195,0.1964593975170057,0.1278576162347882,0.1046832621770235
2023-04-01 00:00:00+00:00,-0.08902559363779405,-0.029962897254001475,-0.0008383511753510264,-0.049280668104090264,-0.18536992257612672
2023-05-01 00:00:00+00:00,0.16951353682608494,0.24653119279719338,0.28580955645825434,0.01223442346756376,-0.00799315326707739
2023-06-01 00:00:00+00:00,0.02363339157131561,0.06445757656510942,0.11809487916713146,0.06796871795063053,0.10714897657816502
2023-07-01 00:00:00+00:00,-0.013423752008133394,0.033317051562418376,0.10476639694574108,0.06967710109177228,-0.013781405684595738
2023-08-01 00:00:00+00:00,-0.05627834388624464,0.0155332084451687,0.05619643329055135,-0.017612554914092415,-0.1325168599260983
2023-09-01 00:00:00+00:00,-0.07128347093045129,-0.052607236310432626,-0.11865047755618163,0.015307061166767388,0.05321264482731203
2023-10-01 00:00:00+00:00,-0.001634624201814261,-0.026414600027176105,-0.062430040842681334,0.026723130920779603,-0.14727616252066078
2023-11-01 00:00:00+00:00,0.12744763461872566,0.21614772435176555,0.14688566921359314,0.1278576162347882,0.08202337328566367
2023-12-01 00:00:00+00:00,0.06874928975785233,0.05119668812545641,0.058841214721730095,0.1278576162347882,0.12870180711784585
2024-01-01 00:00:00+00:00,0.09127258786742365,0.1033459392168643,0.24252662338768105,-0.14268654268401937,-0.09273925863685883
2024-02-01 00:00:00+00:00,0.13907572945889068,0.24653119279719338,0.28580955645825434,-0.0006963441483536226,-0.005638438993672001
2024-03-01 00:00:00+00:00,0.05735610292195492,0.07350151551180395,0.14212758519873803,0.029023572319171187,-0.04682636993479772
2024-04-01 00:00:00+00:00,0.01358106397397707,-0.10714668379939674,-0.0437153522625543,-0.20223966579744423,-0.0619842545462318
2024-05-01 00:00:00+00:00,0.09975241103638455,-0.04242589976966782,0.26887117388843795,0.01247130164202237,0.0024549699112637047
2024-06-01 00:00:00+00:00,0.15075483100079645,0.03776392508761939,0.12685043815836505,0.007967296943252933,0.03183676272022473
2024-07-01 00:00:00+00:00,-0.04307539674998295,-0.11117483663102545,-0.05269865447142419,-0.0074265350905735605,0.008900255854817019
2024-08-01 00:00:00+00:00,0.03558499603405196,-0.1681173209301049,0.020082112663759588,-0.20223966579744423,-0.08488528051038124
2024-09-01 00:00:00+00:00,0.01147357662027737,-0.019957367895323985,0.017341050438272276,0.07118051624441724,-0.1377463638204569
2024-10-01 00:00:00+00:00,0.10118765059260837,-0.06614130879584701,0.09330817126866431,-0.08269389183365317,-0.09316770186335399
2024-11-01 00:00:00+00:00,-0.0308596086449604,-0.0038461538461538325,0.04135286020128137,0.11756499653716967,0.18493150684931514
2024-12-01 00:00:00+00:00,0.08680817968913579,0.05469755469755477,0.04983724694139924,-0.08690229600370403,0.026127192326363735
